model,n,MAE,RMSE,R2,Bias,target,model_family
AQI:GRU,344,24.233952990140928,34.989630311180086,0.08138941295449131,0.9923672475565704,aqi,GRU
AQI:PIIANN,344,24.73073150332033,35.03268616225431,0.07912726299722372,1.4874249080364486,aqi,PIIANN
pm25:PIIANN,458,16.328641612196595,21.01062208613614,0.055574576294977196,1.3607543417980577,pm25,PIIANN
pm10:PIIANN,444,29.197082888972652,38.15276260480902,0.050248589975373514,2.112198949934126,pm10,PIIANN
no2:PIIANN,440,8.701338384808464,11.167342226747454,0.03811035889107217,-0.7979494198818099,no2,PIIANN
so2:PIIANN,476,9.873662878485288,11.480336997469328,0.0031657603385124577,-0.9224702750935274,so2,PIIANN
