model,n,MAE,RMSE,R2,Bias,target,model_family
AQI:GRU,780,12.905285579315004,18.166779729360304,0.9471278011019423,-0.5703243311069375,aqi,GRU
AQI:PIIANN,780,13.468761959440203,19.074309636383266,0.9417133455370226,0.8067639075358285,aqi,PIIANN
pm25:PIIANN,849,12.950811940693988,20.044795409551472,0.7958668040795445,1.2282884491232384,pm25,PIIANN
pm10:PIIANN,907,24.595490635821417,45.787805224771866,0.7153635900141709,2.1168555052829814,pm10,PIIANN
no2:PIIANN,988,1.0890060214859316,1.678742697746446,0.6970257219858129,-0.042883636002892606,no2,PIIANN
so2:PIIANN,990,0.7607591205173069,1.093462562981576,0.9586321671157684,0.04000618530042244,so2,PIIANN
co:PIIANN,1014,0.046162462419271924,0.0681337579657671,0.7688403476577806,0.002327383507603479,co,PIIANN
o3:PIIANN,966,3.9607544843012015,6.1436851037782105,0.7448463002750279,-0.024725431819806958,o3,PIIANN
