model,n,MAE,RMSE,R2,Bias,target,model_family
AQI:GRU,789,3.191963104862978,6.498846200210999,0.868716755336543,-0.11608552918220824,aqi,GRU
AQI:PIIANN,789,3.512190093660391,7.08225506589542,0.8440878678132195,-1.0579499828255043,aqi,PIIANN
pm25:PIIANN,960,3.758935922384262,6.220591223162853,0.6759664522813043,0.12446454167366028,pm25,PIIANN
pm10:PIIANN,962,6.728836922040848,15.995131421885077,0.46511437723273474,-0.38420776121333833,pm10,PIIANN
no2:PIIANN,967,0.9028508806179326,1.5234026257173936,0.8371203435806501,0.05392194040805379,no2,PIIANN
so2:PIIANN,962,1.873820556295753,3.279152563026972,0.8360809016989756,-0.00888747819980099,so2,PIIANN
co:PIIANN,948,0.08613449488305708,0.13169600806194287,0.7748906968811266,0.005880309645595057,co,PIIANN
o3:PIIANN,950,6.782401599395824,9.969264340047337,0.7489498280505256,0.48323093591355964,o3,PIIANN
