model,n,MAE,RMSE,R2,Bias,target,model_family
AQI:GRU,371,11.754722238945515,15.316627109690472,0.890089906198481,1.9442791297566615,aqi,GRU
AQI:PIIANN,371,13.896709941025684,17.921920734712597,0.8495194381358322,1.9610763420129163,aqi,PIIANN
pm25:PIIANN,1100,18.374642151702535,27.21767581385501,0.6548926184818257,0.5111397983811118,pm25,PIIANN
pm10:PIIANN,1102,37.971562569011034,60.74064770356741,0.5585307918829934,-1.4310024611232717,pm10,PIIANN
no2:PIIANN,1036,17.091706385208532,27.313453726895734,0.803202321824051,0.8318187074473264,no2,PIIANN
so2:PIIANN,1093,7.493559922631029,12.594149232356083,0.4520136094122512,0.5678201604631115,so2,PIIANN
co:PIIANN,1132,0.4771282375012715,0.7491653496049228,0.6436076171261255,-0.05938751835047607,co,PIIANN
o3:PIIANN,1113,9.347494568699187,15.288558117550588,0.4956547399546376,0.22409613514176813,o3,PIIANN
