model,n,MAE,RMSE,R2,Bias,target,model_family
AQI:GRU,537,31.85285146767768,44.117946175902574,0.008479422010390758,-4.061557544528506,aqi,GRU
AQI:PIIANN,537,32.02508926645751,44.19956177625583,0.0048075194785336395,-3.550855024197094,aqi,PIIANN
pm25:PIIANN,609,22.673051063650348,34.93760268432915,0.002236463946676648,-0.9364096323649088,pm25,PIIANN
pm10:PIIANN,606,46.81256881877534,71.4405008755761,0.011415931397287138,-3.0249599891133827,pm10,PIIANN
no2:PIIANN,675,15.244893878036075,20.302430129482705,0.06253166437724111,0.27107287380430434,no2,PIIANN
co:PIIANN,666,0.375288791854213,0.587333986979225,0.06145018957614623,0.004119587385729294,co,PIIANN
o3:PIIANN,770,13.711931272973487,19.08524431183361,0.12369119367626236,-0.8630648256315814,o3,PIIANN
